,company_url,Market_cap,Current_Price,High,Low,P_E,Book_Value,Dividend_Yield,ROCE,ROE,Face_Value,Sales_growth,Up_from_52w_low,Industry_PE,No_Eq_Shares,Sales_growth_3Years,Down_from_52w_high,RSI,EPS_latest_quarter,From_52w_high,Debt_to_equity
463,https://www.screener.in/company/CRISIL/consolidated/,30009.0,4102.0,4455.0,2951.0,49.5,263.0,1.17,41.1,32.9,1.0,14.8,39.0,36.4,7.31,16.9,7.92,42.3,20.8,0.92,0.03
464,https://www.screener.in/company/MEDPLUS/consolidated/,8815.0,738.0,978.0,598.0,151.0,128.0,0.0,5.47,3.26,2.0,28.0,23.5,68.0,11.9,16.7,24.5,42.1,1.22,0.75,0.63
465,https://www.screener.in/company/ECLERX/consolidated/,12984.0,2647.0,2828.0,1272.0,25.7,403.0,0.04,36.5,29.3,10.0,15.2,108.0,39.3,4.9,22.6,6.4,54.2,27.7,0.94,0.11
466,https://www.screener.in/company/NUVOCO/consolidated/,12140.0,340.0,399.0,288.0,22.2,248.0,0.0,1.93,4.73,10.0,7.52,18.1,37.0,35.7,15.9,14.7,31.1,0.04,0.85,0.58
467,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,200610.0,7084.0,7420.0,3551.0,29.3,1037.0,1.98,26.2,20.2,10.0,11.9,99.5,176.0,28.3,6.81,4.53,63.2,71.4,0.95,0.0
468,https://www.screener.in/company/TRITURBINE/consolidated/,12651.0,398.0,457.0,259.0,54.3,27.9,0.0,28.7,21.5,1.0,44.0,53.5,42.1,31.8,15.1,12.9,42.7,2.02,0.87,0.0
469,https://www.screener.in/company/CRAFTSMAN/consolidated/,9924.0,4699.0,5514.0,2699.0,33.3,721.0,0.24,20.6,19.8,5.0,48.1,74.1,33.2,2.11,28.7,14.8,33.5,44.8,0.85,0.99
470,https://www.screener.in/company/KPITTECH/consolidated/,42023.0,1532.0,1640.0,686.0,86.0,67.8,0.27,30.2,25.7,10.0,56.4,123.0,39.3,27.4,16.0,6.58,57.1,5.14,0.93,0.2
471,https://www.screener.in/company/BCG/consolidated/,3967.0,19.6,36.8,9.27,2.8,34.7,0.0,30.9,22.3,2.0,30.1,112.0,39.3,202.0,40.1,46.6,51.1,1.59,0.53,0.0
472,https://www.screener.in/company/BAYERCROP/consolidated/,26050.0,5788.0,6012.0,3920.0,529.0,84.5,2.25,20.1,15.8,10.0,8.94,47.6,33.9,4.49,0.0,3.72,56.8,4.37,0.96,0.34
473,https://www.screener.in/company/M&M/consolidated/,200921.0,1617.0,1758.0,1123.0,18.6,486.0,1.0,12.7,18.1,5.0,21.9,44.0,27.5,124.0,17.2,8.01,45.2,18.9,0.92,1.65
474,https://www.screener.in/company/ALKEM/consolidated/,59023.0,4934.0,5316.0,2835.0,39.3,823.0,0.51,13.7,12.1,2.0,14.8,74.0,35.8,12.0,11.6,7.18,45.9,51.9,0.93,0.15
475,https://www.screener.in/company/UNOMINDA/consolidated/,39050.0,681.0,727.0,433.0,52.6,77.6,0.22,18.1,17.1,2.0,24.8,57.2,33.2,57.3,21.8,6.35,48.8,3.93,0.94,0.37
476,https://www.screener.in/company/QUESS/consolidated/,7532.0,507.0,539.0,337.0,38.8,182.0,1.58,9.39,7.37,10.0,16.0,50.2,30.8,14.8,16.0,5.94,50.9,4.85,0.94,0.36
477,https://www.screener.in/company/TRENT/consolidated/,112107.0,3152.0,3248.0,1155.0,188.0,82.0,0.07,11.5,11.9,1.0,53.4,173.0,68.0,35.6,33.2,2.97,68.3,6.6,0.97,1.66
478,https://www.screener.in/company/NYKAA/consolidated/,47448.0,166.0,196.0,114.0,2420.0,4.88,0.0,5.52,1.42,1.0,27.9,45.2,45.0,286.0,42.8,15.1,41.9,0.02,0.85,0.69
479,https://www.screener.in/company/CCL/consolidated/,8377.0,629.0,750.0,512.0,29.9,119.0,0.87,15.8,19.7,2.0,27.7,23.0,29.9,13.3,22.0,16.1,45.8,4.57,0.84,0.72
480,https://www.screener.in/company/USHAMART/consolidated/,9394.0,309.0,374.0,164.0,23.5,70.6,0.81,21.2,18.8,1.0,7.53,87.6,21.9,30.5,14.9,17.5,49.9,3.59,0.83,0.2
481,https://www.screener.in/company/MASTEK/consolidated/,8915.0,2902.0,3070.0,1475.0,31.5,585.0,0.65,23.4,19.9,5.0,22.5,96.8,39.3,3.07,33.7,5.46,66.1,24.6,0.95,0.28
482,https://www.screener.in/company/COLPAL/consolidated/,67903.0,2495.0,2546.0,1435.0,157.0,12.1,1.56,179.0,158.0,1.0,15.4,73.9,58.5,27.2,14.9,2.01,60.3,,0.98,0.01
483,https://www.screener.in/company/SUPREMEIND/consolidated/,49881.0,3924.0,4888.0,2335.0,48.5,363.0,0.66,26.8,21.0,2.0,9.0,68.1,31.4,12.7,18.6,19.7,25.8,19.1,0.8,0.01
484,https://www.screener.in/company/CHOLAHLDNG/consolidated/,19082.0,1017.0,1296.0,511.0,12.4,451.0,0.05,9.78,18.3,1.0,39.0,99.0,22.1,18.8,11.4,21.5,46.1,22.4,0.78,14.1
485,https://www.screener.in/company/KPRMILL/consolidated/,26359.0,771.0,928.0,506.0,33.4,118.0,0.52,24.4,23.4,1.0,17.9,52.4,40.5,34.2,22.6,17.0,39.0,5.9,0.83,0.21
486,https://www.screener.in/company/DIXON/consolidated/,37693.0,6303.0,6765.0,2553.0,123.0,244.0,0.05,24.2,22.5,2.0,7.35,147.0,49.2,5.98,40.4,6.83,51.0,18.0,0.93,0.19
487,https://www.screener.in/company/GAEL/consolidated/,7693.0,335.0,410.0,224.0,25.2,112.0,0.21,18.0,14.5,1.0,-0.15,49.6,25.2,22.9,8.75,18.2,35.7,3.61,0.82,0.11
488,https://www.screener.in/company/BHARTIARTL/consolidated/,638530.0,1087.0,1117.0,736.0,59.3,138.0,0.37,12.3,12.0,5.0,13.7,47.7,57.1,562.0,18.0,2.68,69.1,2.39,0.97,2.81
489,https://www.screener.in/company/3MINDIA/consolidated/,38437.0,34093.0,39876.0,21405.0,71.7,1634.0,0.29,31.4,23.4,10.0,12.4,59.3,30.8,1.13,9.85,14.5,53.8,130.0,0.85,0.01
490,https://www.screener.in/company/KEI/consolidated/,28344.0,3140.0,3420.0,1466.0,53.6,317.0,0.1,25.8,20.2,2.0,14.4,114.0,40.1,9.02,12.2,8.18,53.7,15.5,0.92,0.07
491,https://www.screener.in/company/METROBRAND/consolidated/,32995.0,1213.0,1441.0,736.0,101.0,61.6,0.33,24.3,25.4,5.0,16.7,64.8,57.2,27.2,18.3,15.8,37.5,3.6,0.84,0.63
492,https://www.screener.in/company/360ONE/consolidated/,23098.0,643.0,735.0,395.0,32.2,91.1,2.68,13.4,21.4,1.0,16.5,62.8,22.1,35.8,10.6,12.5,45.8,5.36,0.87,2.42
493,https://www.screener.in/company/GOCOLORS/consolidated/,6243.0,1160.0,1405.0,876.0,352.0,,0.0,22.7,19.3,10.0,59.6,32.4,34.8,5.4,0.0,17.4,27.4,,0.83,0.37
494,https://www.screener.in/company/CHEMPLASTS/consolidated/,7716.0,487.0,543.0,342.0,219.0,115.0,0.0,14.9,11.9,5.0,-26.3,42.4,34.3,15.8,57.8,10.4,46.6,1.65,0.9,0.71
495,https://www.screener.in/company/BSOFT/consolidated/,21384.0,778.0,806.0,250.0,56.5,98.9,0.45,17.2,12.9,2.0,11.1,211.0,39.3,27.6,13.4,3.49,67.6,5.27,0.97,0.03
496,https://www.screener.in/company/CHOLAFIN/consolidated/,108540.0,1292.0,1310.0,688.0,35.9,192.0,0.15,9.72,20.4,2.0,44.3,87.9,22.1,84.0,13.9,1.4,61.5,9.4,0.99,7.56
497,https://www.screener.in/company/EICHERMOT/consolidated/,101037.0,3691.0,4202.0,2836.0,28.2,582.0,1.0,27.4,21.1,1.0,20.3,30.2,46.9,27.4,16.4,12.2,33.6,37.1,0.88,0.03
498,https://www.screener.in/company/SONATSOFTW/consolidated/,21465.0,766.0,804.0,286.0,45.1,51.4,1.03,39.1,37.7,1.0,22.8,168.0,39.3,28.0,25.8,4.75,63.6,4.43,0.95,0.35
499,https://www.screener.in/company/SAFARI/consolidated/,9042.0,1900.0,2315.0,850.0,55.7,108.0,0.09,37.5,34.4,2.0,39.8,123.0,57.0,4.76,20.9,17.9,40.8,8.35,0.82,0.26
500,https://www.screener.in/company/BBTC/consolidated/,11091.0,1591.0,1702.0,781.0,41.6,572.0,0.08,15.5,-70.0,2.0,8.91,104.0,33.2,6.98,11.8,6.5,58.2,17.5,0.94,1.39
