Company_Type,Tiker_name,Company_name,Market_cap,Current_Price,High,Low,P_E,Book_Value,Dividend_Yield,ROCE,ROE,Face_Value,Sales_growth,Up_from_52w_low,Industry_PE,No_Eq_Shares,Sales_growth_3Years,Down_from_52w_high,RSI,EPS_latest_quarter,From_52w_high,Debt_to_equity,Company_link
Realty companies,SIGNATURE,Brigade Enterpr.,12328.0,877.0,881.0,444.0,,41.9,,1.15,,1.0,72.4,97.6,30.6,14.0,86.0,0.39,87.8,-1.42,1.0,1.93,https://www.screener.in/company/SIGNATURE/consolidated/
Realty companies,ANANTRAJ,SignatureGlobal,9564.0,295.0,311.0,90.6,46.9,90.1,,5.77,5.45,2.0,64.9,226.0,30.6,32.4,51.3,5.13,60.9,1.85,0.95,0.29,https://www.screener.in/company/ANANTRAJ/consolidated/
Realty companies,SOBHA,Anant Raj,9349.0,986.0,1089.0,412.0,87.1,263.0,,8.32,4.24,10.0,45.2,139.0,30.6,9.48,-4.11,9.48,54.6,1.58,0.91,0.81,https://www.screener.in/company/SOBHA/consolidated/
Realty companies,DBREALTY,Sobha,9309.0,186.0,223.0,55.0,82.5,74.4,,-11.7,-37.1,10.0,240.0,237.0,30.6,50.2,60.4,16.7,43.0,17.6,0.83,0.42,https://www.screener.in/company/DBREALTY/consolidated/
Realty companies,RUSTOMJEE,D B Realty,7291.0,640.0,661.0,416.0,56.1,152.0,,5.48,6.11,10.0,3.15,53.9,30.6,11.4,-17.3,3.21,71.3,0.38,0.97,0.35,https://www.screener.in/company/RUSTOMJEE/consolidated/
Realty companies,SUNTECK,Keystone Realtor,6527.0,446.0,512.0,271.0,,188.0,,2.56,0.05,1.0,-54.0,64.4,30.6,14.6,-13.5,12.9,42.8,-0.95,0.87,0.23,https://www.screener.in/company/SUNTECK/consolidated/
Realty companies,AHLUCONT,Sunteck Realty,5195.0,776.0,873.0,448.0,23.4,199.0,,24.7,17.0,2.0,23.6,73.2,30.6,6.7,14.6,11.1,42.6,8.22,0.89,0.07,https://www.screener.in/company/AHLUCONT/consolidated/
Realty companies,IBREALEST,Ahluwalia Contr.,4721.0,87.2,98.8,45.9,,56.2,,-7.17,-11.4,2.0,-42.1,89.9,30.6,54.2,-43.6,11.8,51.4,-0.34,0.88,0.09,https://www.screener.in/company/IBREALEST/consolidated/
Realty companies,MAXESTATES,Indbull.RealEst.,4566.0,310.0,340.0,243.0,259.0,,,1.88,1.94,10.0,54.9,27.8,30.6,14.7,,8.71,52.3,0.01,0.91,0.82,https://www.screener.in/company/MAXESTATES/consolidated/
Realty companies,PURVA,Max Estates,4432.0,187.0,204.0,58.2,220.0,82.6,,7.3,2.92,5.0,51.7,221.0,30.6,23.7,-16.6,8.56,59.7,-0.47,0.91,1.57,https://www.screener.in/company/PURVA/consolidated/
Realty companies,HEMIPROP,Puravankara,4366.0,153.0,162.0,79.9,,12.7,,-0.3,-1.75,10.0,-65.5,91.7,30.6,28.5,,5.55,60.6,-0.07,0.94,0.18,https://www.screener.in/company/HEMIPROP/
Realty companies,TARC,Hemisphere Prop,4004.0,136.0,145.0,33.4,363.0,46.1,,6.03,1.52,2.0,84.8,306.0,30.6,29.5,39.0,6.41,62.2,0.04,0.94,0.98,https://www.screener.in/company/TARC/consolidated/
Realty companies,KOLTEPATIL,TARC Ltd,3714.0,489.0,562.0,231.0,33.4,137.0,,13.4,10.2,10.0,106.0,112.0,30.6,7.6,9.63,13.1,45.0,-3.33,0.87,0.86,https://www.screener.in/company/KOLTEPATIL/consolidated/
Realty companies,500307,Kolte Patil Dev.,3712.0,412.0,475.0,316.0,18.1,44.9,,22.4,35.9,10.0,15.5,30.2,30.6,9.01,22.7,13.3,56.6,5.82,0.87,2.83,https://www.screener.in/company/500307/
Realty companies,ASHIANA,Nirlon,2769.0,271.0,285.0,136.0,48.0,71.2,,3.92,3.62,2.0,142.0,99.5,30.6,10.2,10.3,5.05,64.5,2.67,0.95,0.2,https://www.screener.in/company/ASHIANA/consolidated/
Realty companies,ALEMBICLTD,Ashiana Housing,2324.0,90.5,98.1,55.2,9.7,82.5,,4.18,8.67,2.0,41.2,64.0,30.6,25.7,19.8,7.77,53.1,3.53,0.92,0.0,https://www.screener.in/company/ALEMBICLTD/consolidated/
Realty companies,MARATHON,Alembic,1959.0,417.0,490.0,191.0,11.4,184.0,,16.8,17.7,5.0,57.2,119.0,30.6,4.7,43.8,14.9,39.4,7.29,0.85,0.99,https://www.screener.in/company/MARATHON/consolidated/
Realty companies,ARVSMART,Marathon Nextgen,1947.0,430.0,445.0,224.0,64.4,103.0,,9.21,5.58,10.0,-9.49,91.6,30.6,4.53,-5.11,3.43,66.6,1.91,0.97,0.16,https://www.screener.in/company/ARVSMART/consolidated/
Realty companies,CAPACITE,Arvind SmartSp.,1841.0,250.0,283.0,109.0,22.1,164.0,,16.9,9.78,10.0,7.48,130.0,30.6,7.36,5.56,11.7,46.1,2.7,0.88,0.3,https://www.screener.in/company/CAPACITE/consolidated/
Realty companies,UNITECH,Capacit'e Infra.,1753.0,6.7,10.2,1.1,,-7.96,,0.71,-486.0,2.0,-35.6,509.0,30.6,262.0,-38.2,34.6,55.8,-2.4,0.65,,https://www.screener.in/company/UNITECH/consolidated/
Realty companies,AJMERA,Unitech,1561.0,440.0,475.0,244.0,22.6,228.0,,7.48,9.64,10.0,-6.7,80.0,30.6,3.55,7.77,7.36,56.3,6.35,0.93,1.02,https://www.screener.in/company/AJMERA/consolidated/
Realty companies,SURAJEST,Ajmera Realty,1467.0,331.0,354.0,324.0,45.7,,,22.2,58.0,5.0,12.1,2.05,30.6,4.44,52.1,6.73,,4.42,0.93,6.95,https://www.screener.in/company/SURAJEST/consolidated/
Realty companies,PENINLAND,Suraj Estate,1460.0,49.7,56.3,11.0,20.6,3.04,,26.1,,2.0,-13.0,350.0,30.6,29.4,27.6,11.7,52.6,0.39,0.88,3.23,https://www.screener.in/company/PENINLAND/consolidated/
Realty companies,OMAXE,Peninsula Land,1370.0,74.9,94.9,42.0,,38.6,,-15.7,-32.6,10.0,72.3,78.1,30.6,18.3,-11.6,21.1,43.4,-4.61,0.79,1.51,https://www.screener.in/company/OMAXE/consolidated/
Realty companies,TEXINFRA,Omaxe,1333.0,105.0,119.0,47.1,525.0,94.9,,0.71,0.47,1.0,-14.8,122.0,30.6,12.7,-4.16,11.8,51.8,0.16,0.88,0.03,https://www.screener.in/company/TEXINFRA/consolidated/
Realty companies,ARIHANTSUP,Texmaco Infrast.,1115.0,271.0,290.0,158.0,21.5,56.8,,14.4,22.0,10.0,11.3,71.8,30.6,4.12,18.6,6.49,57.0,3.9,0.94,1.83,https://www.screener.in/company/ARIHANTSUP/consolidated/
Realty companies,SBGLP,Arihant Super.,1041.0,600.0,610.0,165.0,,20.4,,76.0,4180.0,10.0,7784.0,264.0,30.6,1.73,,1.59,75.8,4.72,0.98,1.11,https://www.screener.in/company/SBGLP/consolidated/
Realty companies,539042,Suratwwala Busi.,1029.0,842.0,945.0,433.0,19.3,163.0,,30.2,32.1,10.0,22.8,94.4,30.6,1.22,38.2,10.9,60.8,11.9,0.89,0.38,https://www.screener.in/company/539042/consolidated/
Realty companies,ELDEHSG,AGI Infra,713.0,725.0,868.0,517.0,18.1,365.0,,18.8,13.6,2.0,-16.3,40.2,30.6,0.98,0.12,16.5,51.2,6.53,0.84,0.24,https://www.screener.in/company/ELDEHSG/consolidated/
Realty companies,HUBTOWN,Eldeco Housing,636.0,83.3,96.0,28.8,37.1,170.0,,4.67,3.51,10.0,28.3,189.0,30.6,7.63,5.37,13.3,51.0,0.34,0.87,0.64,https://www.screener.in/company/HUBTOWN/consolidated/
Realty companies,531959,Hubtown,561.0,32.9,40.2,8.77,,4.42,,0.44,-19.0,1.0,235.0,276.0,30.6,17.0,224.0,18.2,82.8,-0.02,0.82,4.06,https://www.screener.in/company/531959/consolidated/
Realty companies,GEECEE,Newtime Infra.,478.0,229.0,243.0,121.0,409.0,283.0,,2.64,2.11,10.0,-72.4,88.9,30.6,2.09,-3.65,5.85,58.9,2.13,0.94,0.0,https://www.screener.in/company/GEECEE/consolidated/
Realty companies,514215,GeeCee Vent.,459.0,206.0,350.0,203.0,7.73,191.0,,26.8,15.0,5.0,97.4,1.33,30.6,2.23,53.3,41.2,35.6,-4.38,0.59,0.0,https://www.screener.in/company/514215/
Realty companies,500270,Binny,450.0,197.0,330.0,142.0,1.76,138.0,,55.1,143.0,10.0,663.0,38.4,30.6,2.29,,40.5,55.6,4.39,0.6,0.71,https://www.screener.in/company/500270/
Realty companies,EMAMIREAL,Baroda Rayon,413.0,109.0,152.0,52.0,,13.6,,0.18,-36.7,2.0,-56.7,110.0,30.6,3.78,-54.8,28.2,41.5,-5.64,0.72,36.1,https://www.screener.in/company/EMAMIREAL/consolidated/
Realty companies,531307,Emami Realty Ltd,390.0,32.2,36.8,12.2,36.7,7.86,,20.0,16.1,5.0,9.35,163.0,30.6,12.1,,12.6,53.5,0.1,0.87,0.11,https://www.screener.in/company/531307/consolidated/
Realty companies,PVP,RRIL,376.0,14.4,17.5,5.9,,5.67,,61.2,127.0,10.0,-92.2,145.0,30.6,26.0,59.0,17.6,55.4,-0.16,0.82,0.18,https://www.screener.in/company/PVP/consolidated/
Realty companies,503816,PVP Ventures,359.0,92.0,119.0,28.0,6.28,16.1,,482.0,389.0,1.0,30.3,228.0,30.6,3.9,40.5,23.0,48.5,8.36,0.77,0.0,https://www.screener.in/company/503816/
Realty companies,RVHL,Swadeshi Polytex,325.0,53.0,58.6,17.0,44.2,40.1,,1.7,2.29,1.0,8060.0,213.0,30.6,6.13,,9.47,69.8,0.28,0.91,0.0,https://www.screener.in/company/RVHL/consolidated/
Realty companies,500267,Ravinder Heights,267.0,257.0,273.0,125.0,10.4,484.0,,4.58,0.91,10.0,59.7,106.0,30.6,1.04,-10.5,5.81,56.7,22.0,0.94,0.31,https://www.screener.in/company/500267/consolidated/
Realty companies,509048,Majestic Auto,229.0,37.7,44.4,16.9,92.4,21.9,,7.65,-0.26,2.0,9.43,123.0,30.6,6.08,25.4,15.1,46.9,0.31,0.85,0.69,https://www.screener.in/company/509048/consolidated/
Realty companies,VIPULLTD,Lancor Holdings,207.0,17.2,20.5,10.0,,6.85,,3.82,-17.1,1.0,-82.9,71.6,30.6,12.0,-24.8,15.8,44.0,-1.42,0.84,2.84,https://www.screener.in/company/VIPULLTD/consolidated/
Realty companies,HDIL,Vipul Ltd,204.0,4.3,6.05,2.25,,-48.3,,-9.6,,10.0,51.0,91.1,30.6,47.4,-85.3,28.9,67.7,-0.04,0.71,,https://www.screener.in/company/HDIL/
Realty companies,531273,H D I L,203.0,4.03,9.5,2.77,,1.1,,2.7,1.3,1.0,-82.1,45.5,30.6,50.4,54.9,57.6,47.3,-0.03,0.42,0.41,https://www.screener.in/company/531273/
Realty companies,TARMAT,Radhe Develop.,199.0,93.2,101.0,48.2,57.0,61.8,,4.0,4.57,10.0,-16.8,93.1,30.6,2.13,-14.9,7.73,64.7,0.13,0.92,0.04,https://www.screener.in/company/TARMAT/
Realty companies,KBCGLOBAL,Tarmat,192.0,2.0,4.37,1.85,,14.0,,1.41,-0.66,1.0,14.6,8.11,30.6,96.2,,54.2,43.3,-0.16,0.46,0.13,https://www.screener.in/company/KBCGLOBAL/consolidated/
Realty companies,ANSALAPI,KBC Global,185.0,11.8,15.4,8.0,,-12.6,,-80.0,,5.0,6.75,46.9,30.6,15.7,-11.7,24.0,51.5,-0.7,0.76,,https://www.screener.in/company/ANSALAPI/consolidated/
Realty companies,526025,Ansal Properties,172.0,17.4,29.8,8.26,,-0.19,,-8.81,-8.81,10.0,-100.0,111.0,30.6,9.89,,41.5,45.2,-0.01,0.58,,https://www.screener.in/company/526025/
Realty companies,AMJLAND,Globus Power,167.0,40.7,43.2,18.8,21.7,40.0,,6.86,4.22,2.0,9.41,117.0,30.6,4.1,27.3,5.9,59.3,0.84,0.94,0.09,https://www.screener.in/company/AMJLAND/consolidated/
Realty companies,535621,AMJ Land Holdin.,161.0,89.0,104.0,40.4,596.0,36.0,,1.87,0.32,5.0,-6.28,121.0,30.6,1.81,1.24,14.8,59.6,0.14,0.85,0.0,https://www.screener.in/company/535621/consolidated/
Realty companies,543543,S V Global Mill,160.0,155.0,247.0,105.0,91.5,134.0,,3.16,1.42,10.0,1157.0,47.2,30.6,1.03,245.0,37.3,54.1,1.14,0.63,0.9,https://www.screener.in/company/543543/consolidated/
Realty companies,SUMIT,B-Right Real,159.0,51.8,59.8,26.8,23.2,22.6,,12.0,11.7,10.0,79.5,93.5,30.6,3.06,27.7,13.3,61.4,0.23,0.87,2.02,https://www.screener.in/company/SUMIT/consolidated/
Realty companies,533167,Sumit Woods,158.0,47.7,53.3,26.6,,1.41,,-5.49,,10.0,-28.8,79.4,30.6,3.32,29.9,10.5,64.3,-0.47,0.89,5.69,https://www.screener.in/company/533167/
Realty companies,PRAENG,Coromandel Engg.,145.0,20.8,21.9,9.8,,79.6,,-0.7,-1.63,10.0,-64.7,112.0,30.6,6.99,-15.8,5.02,71.6,-0.95,0.95,0.31,https://www.screener.in/company/PRAENG/consolidated/
Realty companies,SHRADHA,Prajay Engineers,137.0,67.8,81.8,31.1,7.05,29.3,,6.17,15.8,5.0,7195.0,118.0,30.6,2.02,213.0,17.1,54.5,1.67,0.83,0.09,https://www.screener.in/company/SHRADHA/consolidated/
Realty companies,526117,Shradha Infrapr.,135.0,500.0,599.0,307.0,2.86,604.0,,17.1,17.2,10.0,369.0,62.8,30.6,0.27,-33.9,16.6,48.9,26.6,0.83,0.02,https://www.screener.in/company/526117/consolidated/
Realty companies,511411,Shervani Indl Sy,132.0,59.4,63.0,18.7,,-84.2,,-1.87,,10.0,-40.5,218.0,30.6,2.22,-13.7,5.7,81.1,-9.08,0.94,,https://www.screener.in/company/511411/consolidated/
Realty companies,517477,Shristi Infra,131.0,328.0,358.0,158.0,8.85,326.0,,16.0,11.7,10.0,15.6,109.0,30.6,0.4,0.78,8.24,68.9,11.9,0.92,0.03,https://www.screener.in/company/517477/
Realty companies,531080,Elnet Technolog,123.0,43.8,62.3,18.1,13.6,28.8,,7.47,6.44,10.0,80.3,142.0,30.6,2.8,22.6,29.8,44.8,0.73,0.7,0.66,https://www.screener.in/company/531080/
Realty companies,506530,Shri Krishna,113.0,1049.0,1074.0,673.0,93.6,2498.0,,0.49,0.44,10.0,-1.97,56.0,30.6,0.11,-0.99,2.29,65.4,-1.02,0.98,0.0,https://www.screener.in/company/506530/
Realty companies,HOMESFY,Kemp & Co.,112.0,367.0,636.0,263.0,,106.0,,25.0,14.8,10.0,31.5,39.4,30.6,0.31,64.6,42.4,42.6,-13.4,0.58,0.01,https://www.screener.in/company/HOMESFY/
Realty companies,MRO-TEK,Homesfy Realty,107.0,57.5,84.0,50.6,,33.1,,1.77,-5.55,5.0,-1.92,13.5,30.6,1.87,-6.69,31.6,46.3,-1.43,0.68,1.33,https://www.screener.in/company/MRO-TEK/
Realty companies,531802,MRO-TEK Realty,102.0,28.1,36.8,19.8,11.8,27.3,,22.8,22.8,10.0,-31.8,42.0,30.6,3.61,22.5,23.6,52.0,0.35,0.76,0.0,https://www.screener.in/company/531802/
Realty companies,503127,Prerna Infra.,101.0,4050.0,4399.0,3100.0,,405.0,,3.46,-33.6,100.0,-50.4,30.6,30.6,0.03,28.9,7.93,55.0,-9.6,0.92,13.5,https://www.screener.in/company/503127/consolidated/
Realty companies,LPDC,Raja Bahadur Int,99.3,7.4,10.0,5.1,,4.15,,-12.6,-11.2,1.0,231.0,45.1,30.6,13.4,63.0,26.4,45.2,0.01,0.74,0.0,https://www.screener.in/company/LPDC/
Realty companies,532005,Landmark Prop.,88.1,79.5,90.1,38.8,6.91,60.4,,14.2,10.4,10.0,69.0,105.0,30.6,1.11,39.2,11.8,63.8,8.77,0.88,0.06,https://www.screener.in/company/532005/
Realty companies,PODDARHOUS,Sam Industries,84.4,134.0,229.0,80.9,,139.0,,-3.95,-34.9,10.0,-72.4,65.2,30.6,0.63,-16.9,41.5,53.5,-21.3,0.58,5.99,https://www.screener.in/company/PODDARHOUS/consolidated/
Realty companies,504392,Poddar Housing,79.5,73.6,136.0,50.7,,10.9,,0.5,-0.33,10.0,909.0,45.3,30.6,1.08,270.0,45.9,57.1,-0.25,0.54,0.13,https://www.screener.in/company/504392/
Realty companies,523007,Krishna Vent.,69.1,93.6,110.0,66.6,864.0,152.0,,3.5,-2.55,10.0,-72.1,40.5,30.6,0.74,-19.8,15.2,52.4,8.97,0.85,0.31,https://www.screener.in/company/523007/consolidated/
Realty companies,507828,Ansal Buildwell,66.2,9.51,10.8,2.76,,15.7,,4.93,-7.82,10.0,7.72,245.0,30.6,6.96,15.1,12.4,56.5,-0.12,0.88,4.13,https://www.screener.in/company/507828/consolidated/
Realty companies,503641,Ansal Housing,62.5,16.8,43.2,12.6,24.6,2.8,,28.4,32.0,1.0,16480.0,33.6,30.6,3.73,665.0,61.2,59.8,0.13,0.39,3.32,https://www.screener.in/company/503641/consolidated/
Realty companies,530053,Zodiac Vent.,60.1,30.0,46.0,19.8,6010.0,2.76,,0.19,0.36,10.0,463.0,51.8,30.6,2.0,,34.6,46.3,0.0,0.65,0.0,https://www.screener.in/company/530053/
Realty companies,505650,Real Eco-Energy,59.3,14.8,25.2,8.0,,6.25,,-6.03,-6.03,1.0,-100.0,84.4,30.6,4.02,-65.9,41.4,34.7,-0.05,0.59,0.0,https://www.screener.in/company/505650/
Realty companies,511441,Skyline Millars,55.4,22.2,26.0,18.2,48.2,5.6,,0.09,0.21,10.0,,21.4,30.6,2.5,,14.6,58.1,-0.02,0.85,1.34,https://www.screener.in/company/511441/consolidated/
Realty companies,531381,Guj. Credit Corp,52.5,61.1,91.6,33.0,8.1,211.0,,8.61,6.75,10.0,-25.0,85.1,30.6,0.86,11.1,33.3,41.8,1.35,0.67,0.67,https://www.screener.in/company/531381/consolidated/
Realty companies,533202,Arih.Found.Hsg.,47.7,3.27,3.9,1.45,0.5,-73.4,,,,10.0,92.0,126.0,30.6,14.6,33.8,16.2,53.5,-0.14,0.84,,https://www.screener.in/company/533202/consolidated/
Realty companies,503776,Satchmo Holdings,47.6,41.1,50.0,29.4,,-78.4,,,,10.0,,39.5,30.6,1.16,,17.8,45.6,-0.11,0.82,,https://www.screener.in/company/503776/
Realty companies,511702,Modipon,46.7,28.9,36.4,14.7,,21.1,,-2.4,-3.68,10.0,-100.0,96.3,30.6,1.62,-5.27,20.8,46.9,-0.1,0.79,0.46,https://www.screener.in/company/511702/
Realty companies,521228,Yogi Ltd,46.6,3.07,3.33,0.86,32.1,1.73,,18.5,18.5,1.0,20.2,257.0,30.6,15.2,4.6,7.81,59.0,0.01,0.92,0.0,https://www.screener.in/company/521228/consolidated/
Realty companies,531814,Tatia Global,42.3,12.8,19.8,8.0,23.9,24.8,,9.06,3.87,5.0,17.4,60.2,30.6,3.3,9.54,35.4,44.7,0.3,0.65,0.61,https://www.screener.in/company/531814/
Realty companies,511714,Tirupati Sarjan,42.1,38.9,44.5,28.0,,-16.2,,,,10.0,-28.2,38.6,30.6,1.08,-38.0,12.6,68.4,-2.14,0.87,,https://www.screener.in/company/511714/consolidated/
Realty companies,503349,Nimbus Projects,41.7,4212.0,4560.0,2125.0,8.93,6093.0,,3.76,2.9,100.0,,98.2,30.6,0.01,,7.64,66.4,3.04,0.92,0.0,https://www.screener.in/company/503349/consolidated/
Realty companies,COUNCODOS,Victoria Mills,41.5,5.35,7.15,3.3,24.9,3.12,,5.78,3.6,1.0,-2.95,62.1,30.6,7.76,5.66,25.2,51.0,0.13,0.75,0.08,https://www.screener.in/company/COUNCODOS/
Realty companies,505285,Country Condo,37.5,174.0,180.0,172.0,31.8,226.0,,-1.22,-1.05,10.0,,1.46,30.6,0.22,,3.33,45.0,-0.65,0.97,0.0,https://www.screener.in/company/505285/
Realty companies,539522,Tulive Developer,35.4,106.0,141.0,72.9,28.5,55.7,,6.5,6.21,10.0,26.2,45.5,30.6,0.33,5.41,24.8,58.0,1.89,0.75,0.17,https://www.screener.in/company/539522/
Realty companies,503229,Grovy India,35.0,117.0,162.0,63.1,30.2,380.0,,1.57,1.16,10.0,3.16,85.5,30.6,0.3,-44.0,27.7,49.5,0.17,0.72,0.0,https://www.screener.in/company/503229/consolidated/
Realty companies,531111,Simplex Realty,34.9,34.2,46.6,0.0,20.5,13.1,,17.9,13.4,10.0,0.47,,30.6,1.02,3.71,26.5,57.5,0.59,0.73,0.02,https://www.screener.in/company/531111/
Realty companies,532723,Gothi Plascon,34.8,46.9,52.2,19.0,1.54,143.0,,-0.23,-2.75,10.0,18.7,147.0,30.6,0.74,35.8,10.2,53.6,32.6,0.9,0.35,https://www.screener.in/company/532723/consolidated/
Realty companies,540696,MPDL Ltd,32.5,12.9,32.3,9.67,19.9,3.65,,,,1.0,,33.2,30.6,2.52,,60.1,40.7,0.32,0.4,0.0,https://www.screener.in/company/540696/consolidated/
Realty companies,526727,KCD Industries,30.4,21.9,23.7,10.1,7.32,68.5,,0.65,0.31,10.0,-57.2,116.0,30.6,1.39,-68.9,7.88,62.7,2.4,0.92,0.13,https://www.screener.in/company/526727/
Realty companies,530821,Garnet Construct,30.2,23.4,25.2,12.5,,2.92,,-12.3,-1059.0,10.0,-1.56,87.1,30.6,1.29,84.0,7.15,69.8,-1.44,0.93,11.9,https://www.screener.in/company/530821/consolidated/
Realty companies,502901,SSPDL Ltd,29.8,4270.0,4799.0,3355.0,,-462.0,,-1.68,-283.0,1000.0,-2.12,27.3,30.6,0.01,36.8,11.0,54.0,-202.0,0.89,,https://www.screener.in/company/502901/
Realty companies,540811,Jamshri Realty,28.0,28.9,29.0,9.8,,10.9,,-0.75,-0.75,10.0,-99.4,195.0,30.6,0.97,-61.7,0.14,64.4,-0.03,1.0,0.0,https://www.screener.in/company/540811/
Realty companies,531909,Diggi Multitrade,27.6,4.03,9.95,3.28,50.2,0.11,,8.86,6.51,1.0,2057.0,22.9,30.6,68.6,131.0,59.5,51.0,0.0,0.41,0.0,https://www.screener.in/company/531909/
Realty companies,513173,Croissance Ltd,26.4,30.6,36.1,16.0,0.59,127.0,,,-2.63,10.0,1.79,90.8,30.6,0.86,-22.0,15.4,48.2,28.1,0.85,0.03,https://www.screener.in/company/513173/consolidated/
Realty companies,531870,Steel Strips Inf,25.3,18.1,28.8,8.98,,30.7,,-1.36,-1.64,10.0,,102.0,30.6,1.4,,37.2,55.6,-0.07,0.63,0.18,https://www.screener.in/company/531870/
Realty companies,523566,Popular Estate,24.3,47.2,59.5,31.2,17.4,96.7,,3.69,2.01,10.0,-34.4,51.2,30.6,0.52,-23.2,20.7,51.4,0.76,0.79,0.2,https://www.screener.in/company/523566/
Realty companies,502445,Martin Burn,24.1,30.5,40.7,18.0,23.6,14.7,,9.51,9.7,10.0,12.8,69.3,30.6,0.79,11.0,25.0,57.8,0.35,0.75,1.24,https://www.screener.in/company/502445/consolidated/
Realty companies,521149,Citadel Realty,24.0,9.0,11.4,5.0,,-1.01,,-0.67,,2.0,-29.3,80.0,30.6,2.66,-38.1,20.8,49.9,-0.15,0.79,,https://www.screener.in/company/521149/consolidated/
Realty companies,536846,Prime Urban,22.0,62.9,62.9,5.23,22.0,9.14,,2.75,1.83,10.0,11719.0,1102.0,30.6,0.35,-18.5,0.0,99.9,0.86,1.0,0.0,https://www.screener.in/company/536846/
Realty companies,TECHIN,Yuranus Infrast.,21.5,15.0,16.8,6.42,,8.34,,7.04,-2.84,10.0,,134.0,30.6,1.43,,11.0,58.8,-0.06,0.89,6.38,https://www.screener.in/company/TECHIN/
Realty companies,531324,Techindia Nirman,21.5,21.5,37.5,13.7,,-4.4,,,,10.0,,57.1,30.6,1.0,,42.7,51.2,-0.05,0.57,,https://www.screener.in/company/531324/
Realty companies,531552,Roselabs Finance,20.8,17.3,24.0,11.2,47.2,33.7,,1.76,0.98,10.0,-1100.0,53.7,30.6,1.2,,27.8,49.5,0.15,0.72,0.05,https://www.screener.in/company/531552/consolidated/
Realty companies,531822,RTCL,19.8,60.8,78.5,35.0,58.1,38.3,,3.88,2.19,10.0,47.5,73.7,30.6,0.32,3.58,22.6,51.4,-1.82,0.77,7.12,https://www.screener.in/company/531822/consolidated/
Realty companies,526532,Rodium Realty,17.5,8.91,11.1,4.02,,10.0,,-0.38,-0.5,5.0,,122.0,30.6,1.96,,19.6,55.7,-0.05,0.8,0.2,https://www.screener.in/company/526532/consolidated/
Realty companies,508996,Square Four Pro.,16.9,0.95,1.1,0.65,,3.32,,-1.14,-3.04,2.0,-100.0,46.2,30.6,17.8,,13.6,56.0,-0.02,0.86,1.5,https://www.screener.in/company/508996/
Realty companies,543598,Satra Properties,15.6,86.8,86.8,73.4,15.6,25.9,,37.2,31.2,10.0,1.75,18.4,30.6,0.18,64.6,0.0,61.5,2.17,1.0,0.11,https://www.screener.in/company/543598/
Realty companies,540026,Shantidoot Infra,14.8,8.07,10.3,3.51,,16.2,,-0.37,-0.64,5.0,-81.0,130.0,30.6,1.83,-77.7,21.4,46.4,0.01,0.79,0.43,https://www.screener.in/company/540026/consolidated/
Realty companies,532911,Ladam Affordab.,12.1,8.63,9.09,6.06,,14.5,,1.38,0.25,10.0,-200.0,42.4,30.6,1.4,-75.6,5.06,71.7,0.0,0.95,0.0,https://www.screener.in/company/532911/
Realty companies,526488,Parle Industries,11.9,25.9,25.9,4.15,,-4.42,,,,10.0,-100.0,524.0,30.6,0.46,-34.1,0.0,100.0,-2.64,1.0,,https://www.screener.in/company/526488/
Realty companies,530799,Bhudevi Infra,11.1,29.2,32.7,5.97,15.6,26.6,,3.12,2.43,10.0,230.0,388.0,30.6,0.38,-0.87,10.7,58.6,0.95,0.89,0.0,https://www.screener.in/company/530799/
Realty companies,531902,Anna Infrastruct,10.6,21.2,26.9,15.0,354.0,3.09,,-2.65,-2.65,10.0,-9.09,41.5,30.6,0.5,-5.9,21.1,54.1,-0.08,0.79,0.0,https://www.screener.in/company/531902/
Realty companies,511176,Gallops Enterp.,10.0,32.0,64.4,26.0,27.1,36.0,,2.5,2.2,10.0,53.5,23.1,30.6,0.31,-19.0,50.4,36.3,0.38,0.5,0.04,https://www.screener.in/company/511176/
Realty companies,538596,Parshwanath Corp,10.0,3.99,5.19,2.15,,1.24,,-7.91,-11.2,10.0,,85.6,30.6,2.51,,23.1,53.0,-0.03,0.77,0.54,https://www.screener.in/company/538596/
Realty companies,531583,Quantum Build,9.46,16.1,30.4,13.0,,14.3,,-6.79,-8.97,10.0,-100.0,23.6,30.6,0.59,,47.2,53.5,-0.32,0.53,0.34,https://www.screener.in/company/531583/
Realty companies,531968,Rap Media,7.99,16.0,20.0,14.6,,-118.0,,,,10.0,-67.6,9.59,30.6,0.5,15.0,20.0,43.4,-3.53,0.8,,https://www.screener.in/company/531968/
Realty companies,531676,IITL Projects,7.84,15.0,16.6,6.25,,13.7,,1.11,0.83,10.0,,140.0,30.6,0.52,,9.52,68.4,-0.29,0.9,0.0,https://www.screener.in/company/531676/
Realty companies,524642,Vaghani Techno,7.62,1.71,1.71,0.78,,0.07,,-19.6,-23.8,1.0,,119.0,30.6,4.46,,0.0,86.7,-0.01,1.0,0.29,https://www.screener.in/company/524642/
Realty companies,531640,Sikozy Realtors,7.61,8.55,15.0,8.55,127.0,-2.73,,-15.0,,10.0,-100.0,0.0,30.6,0.89,,43.0,27.2,0.27,0.57,,https://www.screener.in/company/531640/
Realty companies,533110,Suvidha Infra.,7.03,17.0,23.4,11.4,,-2.97,,,,10.0,50.0,48.3,30.6,0.41,0.0,27.6,54.0,-0.31,0.72,,https://www.screener.in/company/533110/
